Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay
1729951384.57,6.41,1.617,0.0,1.63,40.1,0.871,0.0,1.2,20.8,0.776,0.0,3.97,20.8,1.399,0.0,9.62,19.2,1.476,0.0,8.97,38.4,1.273,0.0,3.13,8.0,2.967,0.0,1.85,20.8,0.913,0.0,1.54,20.8,0.889,0.0,1.01,38.4,0.603,0.0,3.64,19.2,1.015,0.0,1.23,8.01,1.285,0.0,0.923,19.2,0.807,0.0,7.27,20.8,1.547,0.0,16.4,19.2,0.984,0.0,9.14,38.4,1.107,0.0,6.4,19.2,1.245,0.0,7.36,19.2,0.838,0.0,6.85,6.4,1.985,0.0,2.36,19.2,1.02,0.0,3.24
1729951384.67,9.6,1.378,0.0,1.78,40.0,0.785,0.0,2.16,20.8,0.786,0.0,5.24,19.2,1.211,0.0,4.61,20.8,1.333,0.0,11.9,41.6,1.07,0.0,2.26,8.0,2.592,0.0,2.03,19.2,0.767,0.0,1.11,19.2,0.755,0.0,1.69,41.6,0.557,0.0,4.9,20.8,0.846,0.0,2.17,8.0,1.322,0.0,0.997,20.8,0.778,0.0,4.26,20.8,1.484,0.0,15.0,20.8,0.911,0.0,8.8,41.6,1.219,0.0,2.77,20.8,1.225,0.0,7.91,20.8,0.703,0.0,2.43,9.6,1.782,0.0,4.56,20.8,1.084,0.0,1.69
1729951384.77,6.4,1.169,0.0,1.13,40.0,0.665,0.0,1.03,19.2,0.671,0.0,5.5,20.8,1.096,0.0,7.47,19.2,1.109,0.0,6.64,40.0,1.404,0.0,2.14,8.0,2.123,0.0,1.87,20.8,1.011,0.0,1.44,20.8,0.949,0.0,0.986,39.9,0.646,0.0,6.19,19.2,1.134,0.0,0.75,8.0,1.55,0.0,1.22,19.2,0.68,0.0,6.46,19.2,1.409,0.0,11.9,19.2,0.897,0.0,8.97,40.1,1.085,0.0,5.5,19.2,1.03,0.0,12.7,19.2,0.608,0.0,2.05,8.01,1.602,0.0,3.07,20.8,1.17,0.0,2.95
1729951384.87,8.0,1.13,0.0,1.06,40.0,0.796,0.0,1.54,20.8,0.557,0.0,3.63,19.2,1.089,0.0,2.94,20.8,1.037,0.0,7.86,38.4,1.418,0.0,5.19,9.61,1.975,0.0,1.68,19.2,1.118,0.0,2.58,19.2,1.126,0.0,1.17,38.5,0.888,0.0,4.17,19.2,1.07,0.0,1.35,8.0,1.395,0.0,1.71,20.8,0.51,0.0,3.47,19.2,1.222,0.0,9.29,20.8,0.777,0.0,1.23,36.6,1.193,0.0,2.67,20.8,0.973,0.0,7.6,20.8,0.981,0.0,1.57,6.39,1.485,0.0,3.95,19.2,1.062,0.0,1.17
1729951384.97,8.01,1.08,0.0,0.932,40.0,0.669,0.0,2.0,19.2,0.902,0.0,4.03,20.8,1.158,0.0,4.38,19.2,1.136,0.0,12.3,40.0,1.106,0.0,2.64,6.4,2.092,0.0,3.55,20.8,0.905,0.0,3.61,20.8,0.869,0.0,1.22,41.6,0.571,0.0,4.46,20.8,0.973,0.0,1.1,8.0,1.173,0.0,1.11,19.2,0.786,0.0,4.04,20.8,1.11,0.0,2.81,19.2,0.738,0.0,1.59,41.8,1.01,0.0,4.76,20.8,1.101,0.0,6.35,19.2,0.931,0.0,1.62,8.0,1.642,0.0,3.51,19.2,0.814,0.0,2.26
1729951385.07,7.98,1.205,0.0,0.931,38.4,0.659,0.0,1.88,20.8,0.835,0.0,4.66,19.2,1.146,0.0,9.67,20.8,1.268,0.0,12.1,38.4,1.199,0.0,1.99,9.6,2.52,0.0,1.9,19.2,0.933,0.0,1.08,19.2,0.985,0.0,1.08,38.4,0.654,0.0,4.43,19.2,0.933,0.0,0.723,8.0,1.213,0.0,1.17,20.8,0.722,0.0,7.73,20.8,1.191,0.0,4.1,20.8,0.762,0.0,1.48,38.4,1.063,0.0,8.05,20.8,1.051,0.0,12.7,20.8,0.961,0.0,0.96,8.01,2.107,0.0,2.93,20.8,0.694,0.0,3.5
1729951385.17,8.01,1.301,0.0,0.742,40.0,0.367,0.0,1.96,19.2,0.867,0.0,6.25,20.8,1.253,0.0,7.5,19.2,1.504,0.0,17.4,41.5,0.96,0.0,3.31,8.0,2.631,0.0,2.65,20.8,1.048,0.0,1.79,20.8,0.886,0.0,1.14,40.0,0.545,0.0,6.49,20.8,0.866,0.0,0.849,8.0,1.336,0.0,1.12,19.2,0.745,0.0,6.02,19.2,1.426,0.0,2.17,19.2,0.831,0.0,0.709,41.6,1.198,0.0,5.39,19.2,1.196,0.0,12.3,19.2,0.766,0.0,1.95,8.0,2.567,0.0,3.67,19.2,0.724,0.0,3.51
1729951385.27,8.0,1.426,0.0,0.898,41.6,0.336,0.0,1.44,20.8,0.804,0.0,9.83,19.2,1.238,0.0,13.2,20.8,1.443,0.0,14.0,40.0,1.083,0.0,2.05,8.0,2.841,0.0,3.07,19.2,1.09,0.0,0.901,19.2,1.068,0.0,1.28,41.6,0.643,0.0,10.1,20.8,1.021,0.0,0.999,8.0,1.337,0.0,2.1,20.8,0.693,0.0,8.6,19.2,1.561,0.0,3.12,20.8,0.804,0.0,1.48,38.4,1.153,0.0,10.1,20.8,1.185,0.0,17.5,20.8,0.75,0.0,1.15,8.0,2.319,0.0,2.2,20.8,0.799,0.0,6.46
1729951385.37,8.0,1.387,0.0,0.783,40.0,0.469,0.0,0.735,19.2,0.824,0.0,8.12,20.8,1.452,0.0,9.61,19.2,1.555,0.0,14.8,38.4,0.895,0.0,4.34,6.4,2.819,0.0,2.15,19.2,0.901,0.0,1.7,19.2,1.084,0.0,1.85,40.0,0.743,0.0,7.53,19.2,1.092,0.0,1.43,8.01,1.298,0.0,0.904,19.2,0.796,0.0,7.18,20.8,1.52,0.0,3.4,19.2,0.906,0.0,0.982,38.4,0.933,0.0,6.68,19.2,1.368,0.0,13.8,19.2,1.068,0.0,2.17,8.0,2.422,0.0,3.66,20.8,0.93,0.0,4.11
1729951385.47,8.0,1.41,0.0,1.04,41.6,0.375,0.0,1.9,20.8,0.948,0.0,8.5,19.2,1.527,0.0,9.18,20.8,1.478,0.0,20.1,41.6,0.979,0.0,5.31,9.61,2.916,0.0,3.62,20.8,0.76,0.0,4.45,20.8,0.995,0.0,0.949,40.0,0.559,0.0,8.47,19.2,0.769,0.0,0.723,8.0,1.451,0.0,1.9,20.8,0.829,0.0,7.53,19.2,1.801,0.0,3.24,20.8,0.865,0.0,1.04,41.6,0.678,0.0,7.69,20.8,1.374,0.0,14.6,20.8,1.032,0.0,1.19,7.99,2.613,0.0,1.9,19.2,0.838,0.0,4.44
1729951385.57,8.0,1.385,0.0,1.51,38.4,0.489,0.0,1.52,19.2,0.969,0.0,11.0,20.8,1.585,0.0,16.8,19.2,1.395,0.0,18.0,40.0,0.938,0.0,1.82,8.01,2.713,0.0,2.25,20.8,0.756,0.0,1.01,20.8,0.974,0.0,1.23,40.0,0.579,0.0,11.0,20.8,0.779,0.0,1.3,9.59,1.554,0.0,3.73,19.2,0.896,0.0,10.6,20.8,1.722,0.0,3.42,19.2,1.016,0.0,0.805,40.0,0.849,0.0,12.5,19.2,1.447,0.0,20.0,19.2,0.929,0.0,1.41,8.02,2.774,0.0,2.24,20.8,0.831,0.0,8.09
1729951385.67,8.0,1.247,0.0,2.31,41.6,0.427,0.0,1.9,19.2,0.886,0.0,10.2,19.2,1.364,0.0,13.9,20.8,1.517,0.0,11.8,40.0,0.57,0.0,3.28,7.99,2.47,0.0,4.52,19.2,0.607,0.0,2.4,19.2,0.775,0.0,1.19,40.1,0.553,0.0,10.6,20.8,0.722,0.0,1.28,6.41,1.388,0.0,1.54,20.8,0.736,0.0,8.45,19.2,1.674,0.0,2.01,20.8,0.966,0.0,0.746,41.6,0.847,0.0,10.6,20.8,1.309,0.0,17.5,20.8,0.805,0.0,1.27,8.0,2.401,0.0,3.1,19.2,0.708,0.0,6.31
1729951385.77,8.0,1.274,0.0,1.14,40.0,0.494,0.0,1.08,20.8,0.805,0.0,1.41,20.8,1.627,0.0,10.8,19.2,1.251,0.0,4.99,41.6,0.838,0.0,1.82,8.01,2.574,0.0,2.67,20.8,0.861,0.0,1.36,19.2,1.147,0.0,1.49,38.3,0.872,0.0,6.96,19.2,0.754,0.0,0.816,7.99,1.3,0.0,1.09,19.2,0.89,0.0,7.93,20.8,1.631,0.0,4.07,19.2,0.996,0.0,1.08,40.0,0.778,0.0,7.51,19.2,1.519,0.0,11.5,19.2,0.791,0.0,1.13,8.01,2.558,0.0,1.9,20.8,0.939,0.0,4.45
1729951385.87,8.0,1.267,0.0,1.49,40.0,0.423,0.0,2.19,19.2,0.749,0.0,2.17,19.2,1.385,0.0,11.2,20.8,1.282,0.0,3.27,38.4,0.751,0.0,9.09,6.4,2.529,0.0,3.7,19.2,0.883,0.0,4.2,20.8,1.166,0.0,1.13,41.7,0.741,0.0,3.33,20.8,0.816,0.0,2.41,8.0,1.175,0.0,1.11,20.8,0.676,0.0,8.83,19.2,1.541,0.0,2.29,20.8,0.798,0.0,1.31,40.0,0.796,0.0,7.12,19.2,1.356,0.0,12.4,20.8,0.971,0.0,1.81,7.99,2.369,0.0,6.49,19.2,0.969,0.0,5.06
1729951385.97,8.0,1.276,0.0,0.836,38.5,0.457,0.0,1.35,20.8,0.889,0.0,1.27,20.8,1.399,0.0,10.7,19.2,1.312,0.0,6.62,41.6,0.69,0.0,2.55,7.99,2.527,0.0,4.36,20.8,0.766,0.0,2.42,19.2,0.93,0.0,1.52,39.9,0.748,0.0,2.04,19.2,0.769,0.0,1.7,8.0,1.301,0.0,1.79,19.2,0.856,0.0,8.86,20.8,1.466,0.0,3.8,19.2,0.78,0.0,1.06,41.6,0.773,0.0,7.51,20.8,1.282,0.0,3.93,19.2,0.916,0.0,1.08,8.0,2.504,0.0,2.61,20.8,0.823,0.0,4.92
1729951386.07,8.0,1.345,0.0,1.28,41.6,0.405,0.0,1.42,20.8,0.798,0.0,2.59,19.2,1.396,0.0,15.0,20.8,1.441,0.0,4.69,40.0,0.84,0.0,2.1,8.0,2.715,0.0,2.65,19.2,0.75,0.0,1.22,20.8,0.862,0.0,1.4,38.4,0.665,0.0,3.27,20.8,0.681,0.0,1.52,8.0,1.241,0.0,2.59,20.8,0.803,0.0,7.97,20.8,1.564,0.0,2.41,20.8,0.875,0.0,2.83,40.0,0.729,0.0,10.1,20.8,1.228,0.0,8.16,20.8,0.858,0.0,1.61,9.61,2.467,0.0,2.36,19.2,0.831,0.0,6.79
1729951386.17,8.0,1.425,0.0,1.2,40.0,0.451,0.0,1.33,19.2,0.777,0.0,2.22,20.8,1.377,0.0,15.1,19.2,1.506,0.0,4.63,40.0,0.802,0.0,3.03,8.01,2.712,0.0,3.83,20.8,0.757,0.0,2.61,19.2,1.021,0.0,1.01,40.0,0.719,0.0,1.86,19.2,0.686,0.0,2.29,8.01,1.392,0.0,1.65,19.2,0.841,0.0,1.93,19.2,1.573,0.0,2.39,19.2,0.83,0.0,1.59,38.4,0.741,0.0,10.0,19.2,1.356,0.0,4.13,19.2,0.866,0.0,1.18,8.0,2.047,0.0,2.36,20.8,0.859,0.0,6.29
1729951386.27,8.0,1.616,0.0,0.751,40.0,0.489,0.0,1.25,19.2,0.909,0.0,1.98,19.2,1.657,0.0,15.6,20.8,1.266,0.0,5.47,40.0,0.869,0.0,4.54,7.99,2.313,0.0,3.06,20.8,0.886,0.0,2.65,20.8,1.164,0.0,1.99,40.0,0.93,0.0,2.82,20.8,0.758,0.0,0.987,8.0,1.391,0.0,2.89,20.8,0.89,0.0,1.31,19.2,1.633,0.0,3.46,20.8,0.886,0.0,1.33,41.6,0.873,0.0,10.4,19.2,1.569,0.0,4.63,19.2,0.755,0.0,1.33,7.99,1.71,0.0,1.92,19.2,0.995,0.0,6.18
1729951386.37,8.01,1.355,0.0,2.03,40.0,0.464,0.0,4.14,20.8,0.705,0.0,1.44,20.8,1.321,0.0,10.5,19.2,1.303,0.0,3.51,40.0,0.696,0.0,4.06,8.0,2.151,0.0,3.01,19.2,0.899,0.0,1.67,19.2,1.135,0.0,1.11,41.6,0.667,0.0,2.81,19.2,0.818,0.0,1.06,8.01,1.597,0.0,2.06,19.2,0.695,0.0,1.97,20.8,1.523,0.0,2.18,19.2,0.694,0.0,1.31,38.4,0.756,0.0,9.83,20.8,1.277,0.0,4.84,20.8,0.994,0.0,1.46,6.4,1.724,0.0,7.0,20.8,0.979,0.0,6.7
1729951386.47,8.0,1.23,0.0,2.0,38.4,0.398,0.0,1.02,20.8,0.894,0.0,0.943,20.8,1.363,0.0,3.04,20.8,1.441,0.0,8.85,40.0,1.129,0.0,1.87,8.0,2.07,0.0,3.67,20.8,0.964,0.0,1.61,20.8,1.104,0.0,2.49,40.1,0.741,0.0,1.51,20.8,0.956,0.0,1.15,8.0,1.371,0.0,4.27,20.8,0.844,0.0,1.28,20.8,1.513,0.0,3.75,20.8,0.588,0.0,1.2,41.6,0.756,0.0,11.4,20.8,1.276,0.0,3.25,19.2,1.009,0.0,1.45,9.6,1.597,0.0,1.9,19.2,0.878,0.0,6.51
1729951386.57,7.99,1.208,0.0,1.2,41.6,0.462,0.0,2.31,19.2,0.952,0.0,4.76,19.2,1.5,0.0,5.2,19.2,1.751,0.0,3.92,40.0,0.961,0.0,3.32,8.0,2.02,0.0,2.56,19.2,0.908,0.0,1.0,19.2,0.867,0.0,1.12,38.3,0.78,0.0,4.68,19.2,0.912,0.0,1.14,9.59,1.121,0.0,4.16,19.2,0.92,0.0,4.01,19.2,1.78,0.0,2.35,19.2,0.604,0.0,2.97,40.0,0.935,0.0,11.5,19.2,1.413,0.0,8.14,20.8,0.942,0.0,1.76,6.4,1.784,0.0,3.25,20.8,0.943,0.0,7.9
1729951386.67,8.0,1.125,0.0,2.07,40.0,0.518,0.0,1.33,19.2,0.95,0.0,1.23,19.2,1.61,0.0,3.26,20.8,1.76,0.0,5.45,40.0,0.786,0.0,3.41,8.0,1.932,0.0,4.49,20.8,0.747,0.0,1.72,20.8,0.744,0.0,1.97,40.0,0.686,0.0,1.99,20.8,0.753,0.0,1.09,8.0,1.056,0.0,5.09,20.8,0.882,0.0,2.62,19.2,1.807,0.0,2.75,20.8,0.782,0.0,1.27,40.0,0.842,0.0,14.0,19.2,1.439,0.0,3.08,19.2,0.918,0.0,1.22,8.0,1.828,0.0,2.23,19.2,0.881,0.0,8.98
1729951386.77,8.0,1.178,0.0,1.17,40.0,0.557,0.0,1.48,20.8,0.924,0.0,1.88,20.8,1.542,0.0,2.22,19.2,1.585,0.0,5.82,40.0,0.918,0.0,4.82,8.0,2.101,0.0,1.94,19.2,0.922,0.0,1.62,19.2,0.721,0.0,1.0,40.0,0.771,0.0,3.06,19.2,0.766,0.0,1.13,8.0,1.042,0.0,5.2,19.2,0.999,0.0,1.85,19.2,1.79,0.0,3.86,19.2,0.853,0.0,0.952,40.0,0.92,0.0,13.9,20.8,1.456,0.0,4.89,20.8,0.747,0.0,1.02,9.54,2.087,0.0,3.12,20.8,1.015,0.0,0.927
1729951386.87,8.0,1.147,0.0,2.44,40.0,0.418,0.0,5.23,20.8,0.838,0.0,1.42,19.2,1.507,0.0,3.22,20.8,1.389,0.0,5.05,41.6,0.721,0.0,6.02,8.0,2.061,0.0,3.98,20.8,0.91,0.0,2.5,20.8,0.857,0.0,1.34,41.6,0.724,0.0,2.25,20.8,0.855,0.0,0.913,6.41,1.112,0.0,6.24,20.8,0.781,0.0,2.92,22.4,1.705,0.0,1.82,20.8,0.739,0.0,1.72,40.0,0.798,0.0,11.5,20.8,1.243,0.0,3.69,19.2,0.877,0.0,0.917,6.44,2.379,0.0,9.79,19.2,1.002,0.0,10.3
1729951386.97,8.0,1.421,0.0,0.936,38.4,0.457,0.0,1.23,19.2,1.082,0.0,2.57,20.8,1.574,0.0,2.89,19.2,1.93,0.0,5.65,40.0,1.066,0.0,1.99,8.0,2.443,0.0,2.38,19.2,0.996,0.0,1.63,19.2,0.904,0.0,1.51,38.4,0.791,0.0,2.91,19.2,0.964,0.0,1.1,8.01,1.095,0.0,6.0,19.2,0.987,0.0,2.81,19.2,1.61,0.0,2.46,19.2,0.64,0.0,1.09,40.1,1.034,0.0,2.43,19.2,1.469,0.0,4.81,19.2,0.851,0.0,0.925,8.0,2.291,0.0,2.99,20.8,0.984,0.0,1.58
1729951387.07,8.0,1.631,0.0,2.27,41.6,0.435,0.0,3.12,19.2,1.146,0.0,1.05,19.2,1.755,0.0,3.28,20.8,1.917,0.0,3.73,40.0,0.915,0.0,3.01,9.6,2.56,0.0,3.19,20.8,0.878,0.0,1.44,20.8,0.795,0.0,1.09,41.6,0.831,0.0,1.67,20.8,0.86,0.0,1.83,8.0,1.359,0.0,6.84,20.8,1.016,0.0,2.18,19.2,1.811,0.0,2.83,20.8,0.59,0.0,3.21,39.9,0.854,0.0,1.68,19.2,1.645,0.0,5.61,20.8,0.844,0.0,1.17,8.0,2.008,0.0,5.16,19.2,0.974,0.0,1.0
1729951387.17,8.0,1.497,0.0,1.36,38.4,0.675,0.0,3.1,20.8,1.074,0.0,0.747,20.8,1.644,0.0,2.16,19.2,1.91,0.0,4.95,38.4,0.891,0.0,3.09,6.4,2.607,0.0,3.86,19.2,0.805,0.0,1.07,19.2,0.744,0.0,2.0,38.5,0.719,0.0,1.18,19.2,0.85,0.0,1.19,9.58,1.362,0.0,7.81,19.2,0.936,0.0,2.51,20.8,1.858,0.0,1.81,19.2,0.721,0.0,1.31,40.0,1.052,0.0,3.34,20.8,1.52,0.0,3.62,20.8,0.798,0.0,1.13,7.99,2.18,0.0,6.83,20.8,0.864,0.0,2.26
1729951387.27,8.0,1.534,0.0,1.33,41.6,0.63,0.0,4.1,19.2,1.005,0.0,2.69,19.2,1.911,0.0,3.2,20.8,1.59,0.0,5.13,41.6,1.027,0.0,7.47,8.0,2.554,0.0,2.04,19.2,0.941,0.0,2.55,20.8,0.777,0.0,0.763,39.9,0.999,0.0,1.94,20.8,0.955,0.0,1.11,6.4,1.56,0.0,7.63,20.8,1.064,0.0,2.42,17.6,1.325,0.0,3.58,20.8,0.748,0.0,1.03,40.0,1.13,0.0,2.26,19.2,1.695,0.0,5.12,20.8,0.708,0.0,1.44,8.01,2.253,0.0,9.77,19.2,1.024,0.0,1.23
1729951387.37,8.0,1.306,0.0,1.23,38.4,0.505,0.0,6.99,20.8,0.858,0.0,3.22,20.8,1.594,0.0,3.43,19.2,1.526,0.0,4.76,40.0,1.033,0.0,8.62,9.61,2.307,0.0,3.23,20.8,0.944,0.0,3.29,20.8,0.986,0.0,0.972,40.0,0.878,0.0,0.924,19.2,1.032,0.0,0.959,9.6,1.341,0.0,10.4,19.2,0.795,0.0,2.6,20.8,1.298,0.0,2.57,19.2,0.757,0.0,1.7,40.0,1.021,0.0,5.44,20.8,1.357,0.0,3.93,19.2,0.719,0.0,0.891,7.99,2.116,0.0,11.9,20.8,0.969,0.0,2.84
1729951387.47,8.0,1.41,0.0,1.05,41.6,0.601,0.0,5.07,19.2,1.06,0.0,2.39,19.2,1.942,0.0,2.3,20.8,1.758,0.0,6.32,40.0,0.967,0.0,4.06,6.4,2.316,0.0,2.08,19.2,1.008,0.0,1.57,19.2,0.926,0.0,1.7,40.0,0.747,0.0,1.55,20.8,1.106,0.0,1.02,8.0,1.298,0.0,6.56,20.8,1.131,0.0,2.6,20.8,1.061,0.0,2.74,20.8,0.615,0.0,1.92,40.0,0.895,0.0,2.3,19.2,1.697,0.0,4.13,20.8,0.818,0.0,1.47,9.61,2.037,0.0,8.03,19.2,1.071,0.0,1.57
1729951387.57,8.0,1.34,0.0,1.11,40.0,0.493,0.0,6.04,20.8,1.039,0.0,3.67,20.8,1.825,0.0,4.02,17.6,1.738,0.0,3.04,40.0,0.804,0.0,6.46,9.6,2.383,0.0,3.27,20.8,0.865,0.0,1.55,20.8,0.872,0.0,1.94,40.0,0.723,0.0,1.14,19.2,0.954,0.0,0.975,6.4,1.221,0.0,0.715,19.2,1.045,0.0,1.95,19.2,0.986,0.0,7.04,19.2,0.643,0.0,1.18,40.0,0.783,0.0,2.61,20.8,1.679,0.0,4.63,19.2,0.799,0.0,1.44,8.0,2.159,0.0,10.5,20.8,0.917,0.0,1.5
1729951387.67,8.0,1.569,0.0,0.892,40.0,0.695,0.0,7.16,19.2,0.725,0.0,1.85,19.2,1.79,0.0,1.76,20.8,1.764,0.0,5.28,38.4,1.056,0.0,8.16,6.39,2.709,0.0,2.07,20.8,0.956,0.0,3.07,19.2,0.993,0.0,1.2,38.4,0.647,0.0,0.876,20.8,1.045,0.0,0.993,8.0,1.287,0.0,1.0,20.8,1.082,0.0,2.08,20.8,1.167,0.0,2.64,20.8,0.935,0.0,1.05,40.0,1.031,0.0,3.16,20.8,1.746,0.0,2.93,20.8,0.756,0.0,1.41,8.0,2.559,0.0,12.8,19.2,1.087,0.0,2.37
1729951387.77,8.0,1.548,0.0,1.72,40.0,0.618,0.0,10.3,20.8,0.718,0.0,3.76,20.8,1.871,0.0,3.51,20.8,1.718,0.0,2.71,41.6,0.946,0.0,13.7,8.01,2.782,0.0,2.75,19.2,1.17,0.0,6.19,20.8,0.881,0.0,1.98,41.7,0.899,0.0,3.4,19.2,0.958,0.0,1.18,8.0,1.458,0.0,0.866,19.2,0.987,0.0,2.46,20.8,1.433,0.0,3.12,19.2,0.928,0.0,0.967,40.0,1.03,0.0,2.25,19.1,1.69,0.0,4.51,19.2,0.724,0.0,2.24,8.0,2.846,0.0,17.5,20.8,1.256,0.0,1.26
1729951387.87,8.0,1.746,0.0,1.24,38.4,0.564,0.0,9.66,20.8,0.64,0.0,3.08,19.2,1.593,0.0,2.13,19.2,1.543,0.0,4.71,40.0,0.988,0.0,10.2,7.99,2.896,0.0,2.81,19.2,1.133,0.0,4.17,19.2,1.126,0.0,1.03,38.3,0.42,0.0,3.25,20.8,0.993,0.0,0.792,9.6,1.526,0.0,3.93,20.8,0.844,0.0,2.14,20.8,1.251,0.0,2.26,20.8,0.998,0.0,0.914,40.0,1.044,0.0,3.35,20.8,1.527,0.0,3.38,20.8,0.702,0.0,1.07,8.0,2.339,0.0,15.8,19.2,1.218,0.0,2.43
1729951387.97,8.0,1.31,0.0,1.31,40.0,0.665,0.0,6.35,19.2,0.676,0.0,2.55,20.8,1.877,0.0,2.68,20.8,1.759,0.0,5.76,40.0,0.97,0.0,9.16,8.0,2.24,0.0,2.71,20.8,1.127,0.0,3.35,20.8,0.989,0.0,1.42,41.6,0.563,0.0,2.94,19.2,1.111,0.0,0.977,6.4,1.585,0.0,0.836,19.2,1.149,0.0,2.19,19.2,1.285,0.0,2.6,19.2,0.816,0.0,2.46,40.0,0.99,0.0,1.88,19.2,1.84,0.0,4.32,19.2,0.875,0.0,2.04,8.0,1.893,0.0,12.7,20.8,1.184,0.0,1.84
1729951388.07,9.6,1.035,0.0,1.72,40.0,0.68,0.0,0.965,20.8,0.831,0.0,3.93,19.2,1.644,0.0,3.41,19.2,1.558,0.0,3.0,40.0,1.037,0.0,9.23,9.6,1.732,0.0,4.09,19.2,1.054,0.0,3.44,19.2,1.01,0.0,1.15,40.0,0.422,0.0,3.31,20.8,0.969,0.0,0.87,8.0,1.658,0.0,1.17,20.8,1.138,0.0,2.6,20.8,1.125,0.0,5.25,20.8,0.695,0.0,0.842,40.0,1.021,0.0,3.67,20.8,1.724,0.0,4.64,20.8,0.824,0.0,1.68,8.0,1.755,0.0,3.0,19.2,1.031,0.0,2.18
1729951388.17,6.4,1.163,0.0,1.26,40.0,0.733,0.0,2.16,19.2,0.776,0.0,1.8,19.2,1.528,0.0,1.71,19.2,1.114,0.0,4.87,38.4,1.071,0.0,10.9,8.0,1.807,0.0,2.88,20.8,0.874,0.0,5.07,20.8,1.006,0.0,3.01,40.0,0.647,0.0,1.91,19.2,0.893,0.0,2.55,7.99,1.746,0.0,1.38,19.2,0.937,0.0,1.77,19.2,1.355,0.0,2.05,19.2,0.935,0.0,0.896,40.0,1.063,0.0,3.28,19.2,1.691,0.0,3.02,19.2,0.78,0.0,2.73,8.0,1.771,0.0,4.27,20.8,0.938,0.0,2.37
1729951388.27,9.6,0.981,0.0,1.38,40.0,0.744,0.0,6.55,20.8,0.693,0.0,2.16,20.8,1.549,0.0,2.77,20.8,1.056,0.0,3.09,41.6,1.076,0.0,12.7,8.0,1.679,0.0,3.46,20.8,1.232,0.0,5.78,19.2,0.897,0.0,1.4,41.6,0.59,0.0,3.24,20.8,0.865,0.0,2.13,8.0,1.445,0.0,0.789,20.8,0.749,0.0,1.46,20.8,1.18,0.0,2.75,20.8,0.851,0.0,3.58,40.0,1.111,0.0,2.55,20.8,1.511,0.0,4.01,20.8,0.657,0.0,1.61,8.0,1.832,0.0,13.0,19.2,1.173,0.0,1.32
1729951388.37,6.4,1.069,0.0,1.63,40.0,0.641,0.0,2.43,19.2,0.591,0.0,1.9,19.2,1.427,0.0,2.34,20.8,1.083,0.0,4.87,38.4,1.403,0.0,12.3,8.0,1.759,0.0,3.31,19.2,1.242,0.0,5.44,19.2,1.091,0.0,2.79,38.2,0.551,0.0,1.77,19.2,1.081,0.0,2.65,8.0,1.314,0.0,2.67,19.2,0.666,0.0,1.47,19.2,1.221,0.0,1.77,19.2,0.871,0.0,1.17,40.0,1.225,0.0,2.76,19.2,1.503,0.0,2.16,19.2,0.623,0.0,1.81,8.01,1.87,0.0,3.67,20.8,1.175,0.0,2.27
1729951388.47,9.6,1.074,0.0,1.42,40.0,0.712,0.0,1.89,20.8,0.581,0.0,1.76,20.8,1.604,0.0,2.66,19.2,1.161,0.0,2.83,41.6,1.294,0.0,14.3,8.0,1.932,0.0,2.64,20.8,1.16,0.0,5.75,20.8,1.011,0.0,3.13,41.7,0.448,0.0,2.75,20.8,1.077,0.0,1.3,8.0,1.129,0.0,2.31,19.2,0.778,0.0,1.31,20.8,1.097,0.0,2.06,20.8,0.79,0.0,1.13,40.0,1.172,0.0,2.36,19.2,1.75,0.0,3.92,20.8,0.731,0.0,4.12,7.99,2.149,0.0,4.57,19.2,1.164,0.0,1.01
